Product Name,Opportunity Owner,Opportunity Name,Created Date,Close Date,Close Month,Close Quarter,Close Year,Age,Stage,Probability,Forecast Category,ARR,TCV,Last Activity,Next Step
Product 3,Owner 1,1512,8/18/2017,9/13/2020,Month 9,Q3,1,391,Closed Lost,0%,Omitted,"$100,000 ",,10/30/2017,further discussion with client
Product 2,Owner 1,594,9/6/2020,9/14/2020,Month 9,Q3,1,8,Closed Won,100%,Commit,"$10,000 ",,9/20/2020,Client to confirm fee and standard session works
Product 1,Owner 3,997,7/31/2020,9/14/2020,Month 9,Q3,1,45,Closed Won,100%,Commit,"$25,000 ",,11/21/2021,Contract generation with Legal
Product 2,Owner 1,512,8/6/2020,9/17/2020,Month 9,Q3,1,42,Closed Won,100%,Commit,"$12,500 ",,9/11/2020,Final details for Session Agreement
Product 1,Owner 3,998,7/31/2020,9/17/2020,Month 9,Q3,1,48,Closed Won,100%,Commit,"$118,000 ",,9/25/2020,Schedule Proposal Review Call
Product 2,Owner 2,837,7/9/2020,9/17/2020,Month 9,Q3,1,70,Closed Lost,0%,Omitted,"$40,000 ",,,Melissa and Client Paperwork
Product 1,Owner 1,1365,7/14/2015,9/17/2020,Month 9,Q3,1,1161,Closed Lost,0%,Omitted,"$150,000 ",,,In discussion
Product 1,Owner 1,1722,3/13/2020,9/19/2020,Month 9,Q3,1,190,Closed Won,100%,Commit,"$37,500 ",,,SOW
Product 1,Owner 1,1453,4/19/2017,9/20/2020,Month 9,Q3,1,519,Closed Lost,0%,Omitted,"$150,000 ",,,speak more to client
Product 2,Owner 1,582,8/29/2020,9/21/2020,Month 9,Q3,1,23,Closed Won,100%,Commit,"$25,000 ",,11/16/2020,Decision from Kohl's
Product 2,Owner 5,178,8/24/2020,9/24/2020,Month 9,Q3,1,31,Closed Lost,0%,Omitted,"$15,000 ",,8/24/2020,Feedback on speaker proposal
Product 1,Owner 7,32,6/26/2020,9/24/2020,Month 9,Q3,1,90,Closed Lost,0%,Omitted,"$10,000 ",,4/5/2020,Confirm new date with client
Product 2,Owner 3,295,5/31/2020,9/24/2020,Month 9,Q3,1,116,Closed Won,100%,Commit,"$50,000 ",,9/24/2020,Confirm Mark's availability
Product 2,Owner 1,624,8/7/2020,9/25/2020,Month 9,Q3,1,49,Closed Won,100%,Commit,"$25,000 ",,2/25/2021,firm offer to move to contract
Product 1,Owner 3,290,9/6/2020,9/26/2020,Month 9,Q3,1,20,Closed Lost,0%,Omitted,"$90,000 ",,10/26/2020,Confirm Speakers with FacOps
Product 2,Owner 3,1053,9/11/2020,9/28/2020,Month 9,Q3,1,17,Closed Won,100%,Commit,"$5,000 ",,11/7/2020,decision from client (pre-booking call took place today)
Product 1,Owner 5,215,8/29/2020,9/28/2020,Month 9,Q3,1,30,Closed Lost,0%,Omitted,$0 ,,9/28/2020,Confirm Amin
Product 2,Owner 4,492,7/23/2020,9/28/2020,Month 9,Q3,1,67,Closed Won,100%,Commit,"$10,000 ",,12/13/2020,confirm speaker (their ideal speaker was NA)
Product 1,Owner 3,236,6/27/2020,9/28/2020,Month 9,Q3,1,93,Closed Lost,0%,Omitted,"$110,000 ",,,Finalize details with Andrew
Product 1,Owner 7,52,4/10/2020,9/28/2020,Month 9,Q3,1,171,Closed Lost,0%,Omitted,"$75,000 ",,7/19/2020,Awaiting Response from Maria on HR Dir Review/Approval
Product 1,Owner 2,1547,1/17/2020,9/28/2020,Month 9,Q3,1,254,Closed Lost,0%,Omitted,"$300,000 ",,3/9/2021,Ping Jennifer Paylor
Product 1,Owner 7,55,8/3/2017,9/28/2020,Month 9,Q3,1,421,Closed Lost,0%,Omitted,"$100,000 ",,6/6/2020,SR Follow Up - Drip
Product 3,Owner 1,1702,3/2/2017,9/28/2020,Month 9,Q3,1,575,Closed Lost,0%,Omitted,"$10,000 ",,3/2/2017,In discussion but quiet for now
Product 1,Owner 2,1733,9/6/2020,9/30/2020,Month 9,Q3,1,24,Closed Lost,0%,Omitted,"$150,000 ",,9/26/2020,PW to follow up
Product 1,Owner 4,436,8/29/2020,9/30/2020,Month 9,Q3,1,32,Closed Lost,0%,Omitted,"$75,000 ",,10/10/2020,Wait for budget update
Product 1,Owner 3,1057,8/13/2020,9/30/2020,Month 9,Q3,1,48,Closed Lost,0%,Omitted,"$100,000 ",,9/24/2020,Get feedback on program
Product 3,Owner 5,1609,7/31/2020,9/30/2020,Month 9,Q3,1,61,Closed Lost,0%,Omitted,"$190,000 ",,9/19/2020,Schedule Proposal Review Call
Product 1,Owner 4,412,7/23/2020,9/30/2020,Month 9,Q3,1,69,Closed Lost,0%,Omitted,"$150,000 ",,10/15/2020,PEL Draft
Product 1,Owner 3,244,7/16/2020,9/30/2020,Month 9,Q3,1,76,Closed Lost,0%,Omitted,"$300,000 ",,7/23/2020,SR Follow Up
Product 3,Owner 3,931,7/9/2020,9/30/2020,Month 9,Q3,1,83,Closed Lost,0%,Omitted,"$30,000 ",,4/22/2021,SR Follow Up
Product 1,Owner 2,1135,7/9/2020,9/30/2020,Month 9,Q3,1,83,Closed Lost,0%,Omitted,"$300,000 ",,10/10/2020,Updated Pricing for client to review
Product 2,Owner 2,777,6/26/2020,9/30/2020,Month 9,Q3,1,96,Closed Won,100%,Commit,"$10,000 ",,,receive cross-signed contract from SU Legal
Product 1,Owner 2,1613,11/14/2020,10/1/2020,Month 10,Q4,1,44,Closed Won,100%,Commit,"$20,833 ",,,Updated Details
Product 1,Owner 2,1614,11/14/2020,10/1/2020,Month 10,Q4,1,44,Closed Won,100%,Commit,"$20,833 ",,,Updated Details
Product 1,Owner 2,1615,11/14/2020,10/1/2020,Month 10,Q4,1,44,Closed Won,100%,Commit,"$20,833 ",,,Updated Details
Product 2,Owner 3,1034,9/4/2020,10/1/2020,Month 10,Q4,1,27,Closed Lost,0%,Omitted,"$20,000 ",,3/31/2021,Confirm client's budget and relay Mark's availability back to Helena
Product 1,Owner 3,347,6/4/2020,10/1/2020,Month 10,Q4,1,119,Closed Won,100%,Commit,"$60,000 ",,11/8/2020,Schedule Proposal Review Call w Client Review
Product 1,Owner 3,1043,4/16/2020,10/1/2020,Month 10,Q4,1,168,Closed Lost,0%,Omitted,"$50,000 ",,9/24/2020,"Updated Proposal, and schedule Discussion with Ben King"
Product 1,Owner 2,1181,4/9/2020,10/1/2020,Month 10,Q4,1,175,Closed Lost,0%,Omitted,"$100,000 ",,10/10/2020,Schedule Proposal Review Call
Product 1,Owner 7,35,9/19/2020,10/2/2020,Month 10,Q4,1,13,Closed Lost,0%,Omitted,"$30,000 ",,10/16/2020,Feedback call w/client on speaker proposal
Product 2,Owner 1,543,7/24/2020,10/2/2020,Month 10,Q4,1,70,Closed Won,100%,Commit,"$15,000 ",,8/31/2020,"IDB to confirm fee works, move to contract"
Product 1,Owner 1,544,7/24/2020,10/2/2020,Month 10,Q4,1,70,Closed Won,100%,Commit,"$5,250 ",,8/31/2020,"IDB to confirm fee works, move to contract"
Product 2,Owner 5,181,8/29/2020,10/3/2020,Month 10,Q4,1,35,Closed Lost,0%,Omitted,"$15,000 ",,12/14/2020,Confirm Mark and confirm budget
Product 1,Owner 1,537,8/27/2020,10/5/2020,Month 10,Q4,1,39,Closed Won,100%,Commit,"$11,100 ",,10/2/2020,Contract details
Product 2,Owner 1,538,8/27/2020,10/5/2020,Month 10,Q4,1,39,Closed Won,100%,Commit,"$30,000 ",,10/2/2020,Contract details
Product 1,Owner 2,1744,6/3/2020,10/5/2020,Month 10,Q4,1,124,Closed Won,100%,Commit,"$175,000 ",,,Need RNLAF to sign contract
Product 1,Owner 2,120,3/12/2020,10/5/2020,Month 10,Q4,1,207,Closed Lost,0%,Omitted,"$300,000 ",,,follow up w/ Dubie Cunningham
Product 2,Owner 1,1482,10/2/2020,10/8/2020,Month 10,Q4,1,6,Closed Won,100%,Commit,"$25,000 ",,9/9/2021,sent invoice request to salesops
Product 1,Owner 1,1676,4/13/2020,10/8/2020,Month 10,Q4,1,178,Closed Won,100%,Commit,"$125,000 ",,1/10/2021,client expects to sign contract by mid sept.
Product 2,Owner 2,1155,9/21/2020,10/9/2020,Month 10,Q4,1,18,Closed Won,100%,Commit,"$35,000 ",,1/25/2021,Submit Contract in Onit
Product 2,Owner 2,784,8/15/2020,10/9/2020,Month 10,Q4,1,55,Closed Won,100%,Commit,"$25,000 ",,12/20/2020,"Feedback from client on proposal, confirm date and budget"
Product 2,Owner 7,42,5/16/2020,10/9/2020,Month 10,Q4,1,146,Closed Won,100%,Commit,"$35,000 ",,7/11/2021,Contract Out For Signature
Product 2,Owner 1,661,9/25/2020,10/10/2020,Month 10,Q4,1,15,Closed Won,100%,Commit,"$25,000 ",,2/14/2021,SU Legal to revise agreement
Product 1,Owner 3,289,9/24/2020,10/12/2020,Month 10,Q4,1,18,Closed Lost,0%,Omitted,"$150,000 ",,10/2/2020,Deloitte to confirm date and budget
Product 2,Owner 1,1497,9/18/2020,10/12/2020,Month 10,Q4,1,24,Closed Won,100%,Commit,"$20,000 ",,,invoice requested
Product 1,Owner 2,133,9/10/2020,10/12/2020,Month 10,Q4,1,32,Closed Won,100%,Commit,"$120,000 ",,,sent to Barclays for sig on 10/11
Product 1,Owner 4,499,8/6/2020,10/15/2020,Month 10,Q4,1,70,Closed Won,100%,Commit,"$69,000 ",,10/11/2020,"Co-signed contract sent 10/13, HSBC sends PO, we invoice"
Product 1,Owner 3,356,12/8/2017,10/15/2020,Month 10,Q4,1,311,Closed Lost,0%,Omitted,"$200,000 ",,7/17/2020,Email client for update on program timing
Product 1,Owner 3,272,3/5/2020,10/17/2020,Month 10,Q4,1,226,Closed Lost,0%,Omitted,"$120,000 ",,,check in
Product 1,Owner 3,918,2/23/2020,10/18/2020,Month 10,Q4,1,237,Closed Won,100%,Commit,"$125,000 ",,5/17/2021,Contract Approval By SU Legal
Product 1,Owner 1,1274,1/6/2017,10/18/2020,Month 10,Q4,1,650,Closed Lost,0%,Omitted,"$75,000 ",,,went dark
Product 2,Owner 5,225,10/10/2020,10/19/2020,Month 10,Q4,1,9,Closed Won,100%,Commit,"$50,000 ",,10/30/2020,Awaiting SU's signature--posted to Onit Oct 30
Product 1,Owner 1,628,10/5/2020,10/19/2020,Month 10,Q4,1,14,Closed Lost,0%,Omitted,"$190,000 ",,10/9/2020,call on Fri 10/12 to review Agenda
Product 2,Owner 3,973,10/1/2020,10/19/2020,Month 10,Q4,1,18,Closed Won,100%,Commit,"$36,000 ",,11/19/2020,contract (waiting on final details from Oren)
Product 1,Owner 1,1593,9/17/2020,10/19/2020,Month 10,Q4,1,32,Closed Lost,0%,Omitted,$1 ,,8/24/2020,proposal sent to client
Product 3,Owner 2,1664,8/13/2020,10/19/2020,Month 10,Q4,1,67,Closed Won,100%,Commit,"$187,500 ",,,Get email from Ryan confirming completion of Phase 3
Product 3,Owner 2,1665,8/13/2020,10/19/2020,Month 10,Q4,1,67,Closed Won,100%,Commit,"$187,500 ",,,Get email from Ryan confirming completion of Phase 3
Product 2,Owner 2,1105,8/10/2020,10/19/2020,Month 10,Q4,1,70,Closed Won,100%,Commit,"$25,000 ",,10/18/2020,signed contract from client
Product 1,Owner 2,1277,6/3/2020,10/19/2020,Month 10,Q4,1,138,Closed Won,100%,Commit,"$100,000 ",,,SU Finance Approval
Product 1,Owner 2,1736,9/17/2020,10/22/2020,Month 10,Q4,1,35,Closed Won,100%,Commit,"$450,000 ",,12/12/2020,Sales Ops Updates
Product 1,Owner 2,832,9/3/2020,10/22/2020,Month 10,Q4,1,49,Closed Lost,0%,Omitted,"$295,000 ",,5/1/2021,Proposal Review Call
Product 2,Owner 3,291,10/19/2020,10/24/2020,Month 10,Q4,1,5,Closed Won,100%,Commit,"$12,500 ",,,cross sig by SU
Product 2,Owner 3,330,9/7/2020,10/24/2020,Month 10,Q4,1,47,Closed Lost,0%,Omitted,"$15,000 ",,10/16/2020,confirm Nick for Nov 6 + 7
Product 1,Owner 3,995,10/4/2020,10/25/2020,Month 10,Q4,1,21,Closed Won,100%,Commit,"$55,000 ",,8/1/2021,Proposal Review Call
Product 2,Owner 2,785,9/12/2020,10/26/2020,Month 10,Q4,1,44,Closed Won,100%,Commit,"$17,500 ",,10/17/2020,Pre-booking call
Product 1,Owner 1,1528,1/12/2020,10/26/2020,Month 10,Q4,1,287,Closed Lost,0%,Omitted,"$90,000 ",,,arrange client call
Product 3,Owner 5,212,9/18/2020,10/29/2020,Month 10,Q4,1,41,Closed Won,100%,Commit,"$200,000 ",,,Client to Return Signed Contract
Product 3,Owner 5,213,9/18/2020,10/29/2020,Month 10,Q4,1,41,Closed Won,100%,Commit,"$50,000 ",,,Client to Return Signed Contract
Product 1,Owner 1,1388,7/10/2020,10/29/2020,Month 10,Q4,1,111,Closed Won,100%,Commit,"$75,000 ",,10/8/2020,invoice requested
Product 2,Owner 2,138,5/7/2020,10/29/2020,Month 10,Q4,1,175,Closed Lost,0%,Omitted,"$20,000 ",,10/1/2020,Still awaiting feedback/progress from client
Product 1,Owner 1,1831,1/6/2017,10/29/2020,Month 10,Q4,1,661,Closed Won,100%,Commit,"$450,000 ",,2/19/2021,contract with client. invoice request sent to salesops
Product 3,Owner 1,1832,1/6/2017,10/29/2020,Month 10,Q4,1,661,Closed Won,100%,Commit,"$150,000 ",,2/19/2021,contract with client. invoice request sent to salesops
Product 1,Owner 1,1375,10/5/2020,10/30/2020,Month 10,Q4,1,25,Closed Won,100%,Commit,"$75,000 ",,2/7/2021,waiting for SU counter signature on contract
Product 2,Owner 3,325,9/27/2020,10/30/2020,Month 10,Q4,1,33,Closed Won,100%,Commit,"$12,500 ",,11/13/2020,Confirm budget and other details
Product 1,Owner 3,273,10/23/2020,10/31/2020,Month 10,Q4,1,8,Closed Lost,0%,Omitted,"$1,125,000 ",,,Ping Rafael for Audit team program
Product 1,Owner 4,398,8/16/2020,10/31/2020,Month 10,Q4,1,76,Closed Lost,0%,Omitted,"$300,000 ",,2/7/2021,Wait for budget update
Product 2,Owner 2,759,5/14/2020,10/31/2020,Month 10,Q4,1,170,Closed Lost,0%,Omitted,"$25,000 ",,8/28/2020,"Client on sabbatical, awaiting alternative dates"
Product 1,Owner 1,642,2/13/2020,10/31/2020,Month 10,Q4,1,260,Closed Lost,0%,Omitted,"$200,000 ",,10/15/2020,SR Follow Up
Product 3,Owner 5,1651,1/7/2020,10/31/2020,Month 10,Q4,1,297,Closed Lost,0%,Omitted,"$250,000 ",,5/8/2020,Reengaged with client through Patrick
Product 3,Owner 1,604,8/18/2017,10/31/2020,Month 10,Q4,1,439,Closed Lost,0%,Omitted,"$35,000 ",,,client feedback
Product 1,Owner 3,952,3/27/2020,11/1/2020,Month 11,Q4,1,219,Closed Lost,0%,Omitted,"$200,000 ",,,revisit with Igor
Product 2,Owner 1,1483,10/30/2020,11/2/2020,Month 11,Q4,1,3,Closed Won,100%,Commit,"$25,000 ",,5/18/2021,SU legal working on contract
Product 2,Owner 2,1131,10/9/2020,11/2/2020,Month 11,Q4,1,24,Closed Won,100%,Commit,"$10,000 ",,11/7/2020,Sent cross-ex. contract to client; have Krishan send session follow-up email
Product 1,Owner 2,136,9/10/2020,11/2/2020,Month 11,Q4,1,53,Closed Won,100%,Commit,"$120,000 ",,,"SU signs WO, program delivered 11/8&9"
Product 1,Owner 1,539,8/29/2020,11/2/2020,Month 11,Q4,1,65,Closed Won,100%,Commit,"$3,000 ",,1/22/2021,feedback from client on other proposed speakers
Product 2,Owner 1,540,8/29/2020,11/2/2020,Month 11,Q4,1,65,Closed Won,100%,Commit,"$12,500 ",,1/22/2021,feedback from client on other proposed speakers
Product 1,Owner 1,541,8/29/2020,11/2/2020,Month 11,Q4,1,65,Closed Won,100%,Commit,"$2,000 ",,1/22/2021,feedback from client on other proposed speakers
Product 2,Owner 1,542,8/29/2020,11/2/2020,Month 11,Q4,1,65,Closed Won,100%,Commit,"$10,000 ",,1/22/2021,feedback from client on other proposed speakers
Product 2,Owner 3,1065,10/1/2020,11/5/2020,Month 11,Q4,1,35,Closed Lost,0%,Omitted,"$40,000 ",,10/22/2020,Check in to begin planning
Product 2,Owner 1,4,9/26/2020,11/7/2020,Month 11,Q4,1,42,Closed Lost,0%,Omitted,"$6,000 ",,11/13/2020,signed contract from AARP
Product 1,Owner 1,5,9/26/2020,11/7/2020,Month 11,Q4,1,42,Closed Lost,0%,Omitted,"$1,200 ",,11/13/2020,signed contract from AARP
Product 3,Owner 1,1496,9/5/2020,11/9/2020,Month 11,Q4,1,65,Closed Lost,0%,Omitted,"$225,000 ",,11/1/2020,None
Product 1,Owner 1,1401,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1402,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1403,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1404,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1405,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1406,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1407,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1408,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1409,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1410,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1411,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 1,1412,8/28/2020,11/9/2020,Month 11,Q4,1,73,Closed Won,100%,Commit,"$20,833 ",,11/7/2020,Contract is signed. starts Jan 2019
Product 1,Owner 4,378,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,"$180,000 ",,,
Product 1,Owner 2,1473,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,"$180,000 ",,,
Product 1,Owner 2,1474,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,$0 ,,,
Product 1,Owner 2,1475,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,"$2,500 ",,,
Product 1,Owner 2,1476,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,"$4,750 ",,,
Product 1,Owner 2,1477,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,"$4,250 ",,,
Product 1,Owner 2,1478,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,$0 ,,,
Product 1,Owner 2,1479,11/10/2020,11/10/2020,Month 11,Q4,1,0,Closed Won,100%,Commit,"$180,000 ",,,
Product 3,Owner 1,646,8/10/2020,11/12/2020,Month 11,Q4,1,94,Closed Lost,0%,Omitted,"$25,000 ",,,Meeting with member of Satya Nadella's team
Product 1,Owner 1,647,8/10/2020,11/12/2020,Month 11,Q4,1,94,Closed Lost,0%,Omitted,"$360,000 ",,,Meeting with member of Satya Nadella's team
Product 2,Owner 3,954,10/17/2020,11/13/2020,Month 11,Q4,1,27,Closed Lost,0%,Omitted,$0 ,,10/19/2020,Sales Director to fully scope to determine the right fit for this client
Product 2,Owner 3,955,10/17/2020,11/13/2020,Month 11,Q4,1,27,Closed Lost,0%,Omitted,"$25,000 ",,10/19/2020,Sales Director to fully scope to determine the right fit for this client
Product 1,Owner 2,1731,10/11/2020,11/15/2020,Month 11,Q4,1,35,Closed Won,100%,Commit,"$100,000 ",,3/26/2021,Scarlet hear back from Dino about SOW and Luis about export check then move to Contract
Product 1,Owner 3,310,6/19/2020,11/15/2020,Month 11,Q4,1,149,Closed Lost,0%,Omitted,"$10,000 ",,,Confirm Speaker
Product 3,Owner 2,1456,6/3/2020,11/15/2020,Month 11,Q4,1,165,Closed Lost,0%,Omitted,"$180,000 ",,12/14/2020,Close DCTM opportunity then return to this
Product 1,Owner 1,645,11/13/2020,11/16/2020,Month 11,Q4,1,3,Closed Lost,0%,Omitted,"$250,000 ",,11/15/2020,yes from client
Product 2,Owner 2,150,8/30/2020,11/16/2020,Month 11,Q4,1,78,Closed Won,100%,Commit,"$25,000 ",,9/13/2020,Feedback on proposal
Product 2,Owner 3,1076,11/15/2020,11/21/2020,Month 11,Q4,1,6,Closed Won,100%,Commit,"$45,000 ",,11/19/2020,signed contract back from Oren
Product 2,Owner 1,1191,12/4/2020,11/22/2020,Month 11,Q4,1,12,Closed Won,100%,Commit,$0 ,,11/21/2020,"handling onit, sow, etc"
Product 1,Owner 4,388,5/28/2020,11/22/2020,Month 11,Q4,1,178,Closed Lost,0%,Omitted,"$100,000 ",,,schedule call with Gregg Carey
Product 2,Owner 1,17,9/14/2020,11/23/2020,Month 11,Q4,1,70,Closed Lost,0%,Omitted,"$25,000 ",,12/12/2020,Feedback from Donna on new speakers and info shared with team on our 10/15 call
Product 2,Owner 2,835,11/8/2020,11/27/2020,Month 11,Q4,1,19,Closed Lost,0%,Omitted,"$10,000 ",,12/4/2020,Client decision after fee reduction
Product 1,Owner 2,1503,10/16/2020,11/27/2020,Month 11,Q4,1,42,Closed Lost,0%,Omitted,"$75,000 ",,4/18/2021,Program detail confirmation (10/30)
Product 2,Owner 2,1085,11/13/2020,11/29/2020,Month 11,Q4,1,16,Closed Won,100%,Commit,"$7,500 ",,8/8/2021,Contract
Product 2,Owner 1,605,11/5/2020,11/29/2020,Month 11,Q4,1,24,Closed Won,100%,Commit,"$12,500 ",,12/12/2020,Send out contract
Product 1,Owner 4,449,2/2/2020,11/29/2020,Month 11,Q4,1,300,Closed Lost,0%,Omitted,"$75,000 ",,,schedule client call
Product 1,Owner 1,13,11/6/2017,11/29/2020,Month 11,Q4,1,388,Closed Lost,0%,Omitted,"$450,000 ",,7/7/2020,Suggestion of meeting on-site w Cameron/Bruce
Product 1,Owner 1,587,10/23/2017,11/29/2020,Month 11,Q4,1,402,Closed Lost,0%,Omitted,"$75,000 ",,3/26/2021,follow-up on dates
Product 1,Owner 2,758,9/18/2017,11/29/2020,Month 11,Q4,1,437,Closed Lost,0%,Omitted,"$100,000 ",,8/15/2020,Jim moved consideration to Strategy Group with updated timeline of April or after.
Product 3,Owner 2,1735,10/22/2020,11/30/2020,Month 11,Q4,1,39,Closed Lost,0%,Omitted,"$250,000 ",,12/10/2020,re-engage for 2019/2021 iteration
Product 1,Owner 4,404,8/29/2020,11/30/2020,Month 11,Q4,1,93,Closed Lost,0%,Omitted,"$150,000 ",,10/15/2020,SR Follow Up
Product 1,Owner 2,1117,6/22/2020,11/30/2020,Month 11,Q4,1,161,Closed Lost,0%,Omitted,"$150,000 ",,10/8/2020,Get feedback on program
Product 1,Owner 2,790,6/21/2020,11/30/2020,Month 11,Q4,1,162,Closed Lost,0%,Omitted,"$150,000 ",,6/6/2021,Have someone from Patria participate in B2C program
Product 1,Owner 2,145,6/6/2020,11/30/2020,Month 11,Q4,1,177,Closed Lost,0%,Omitted,"$150,000 ",,7/29/2021,SR Follow Up
Product 1,Owner 3,246,5/23/2020,11/30/2020,Month 11,Q4,1,191,Closed Lost,0%,Omitted,"$50,000 ",,7/25/2020,schedule client call
Product 3,Owner 3,247,5/23/2020,11/30/2020,Month 11,Q4,1,191,Closed Lost,0%,Omitted,"$25,000 ",,7/25/2020,schedule client call
Product 1,Owner 3,248,5/23/2020,11/30/2020,Month 11,Q4,1,191,Closed Lost,0%,Omitted,"$300,000 ",,7/25/2020,schedule client call
Product 1,Owner 2,1457,12/2/2017,11/30/2020,Month 11,Q4,1,363,Closed Lost,0%,Omitted,"$225,000 ",,11/27/2017,Send sample agenda to Tania
Product 1,Owner 4,426,8/18/2017,11/30/2020,Month 11,Q4,1,469,Closed Lost,0%,Omitted,"$100,000 ",,,wait for client
Product 1,Owner 1,1260,8/6/2017,11/30/2020,Month 11,Q4,1,481,Closed Lost,0%,Omitted,"$75,000 ",,,waiting to hear back from client
Product 3,Owner 2,709,1/30/2017,11/30/2020,Month 11,Q4,1,669,Closed Lost,0%,Omitted,"$300,000 ",,,SR Outreach - Drip
Product 2,Owner 2,1168,10/19/2020,12/3/2020,Month 12,Q4,1,45,Closed Won,100%,Commit,"$22,500 ",,10/27/2021,Contracting
Product 2,Owner 2,765,10/15/2020,12/4/2020,Month 12,Q4,1,50,Closed Lost,0%,Omitted,"$22,500 ",,6/24/2021,Feedback on 2nd proposal from NOUS
Product 1,Owner 2,137,7/30/2020,12/11/2020,Month 12,Q4,1,134,Closed Lost,0%,Omitted,"$150,000 ",,10/18/2020,Get feedback on program
Product 2,Owner 5,222,11/30/2020,12/14/2020,Month 12,Q4,1,14,Closed Lost,0%,Omitted,"$12,500 ",,12/4/2020,feedback on proposal
Product 1,Owner 1,548,5/28/2020,12/14/2020,Month 12,Q4,1,200,Closed Lost,0%,Omitted,"$120,000 ",,6/18/2020,follow-up with client
Product 1,Owner 1,572,5/28/2020,12/14/2020,Month 12,Q4,1,200,Closed Lost,0%,Omitted,"$100,000 ",,,follow-up on proposal
Product 1,Owner 1,536,7/5/2020,12/15/2020,Month 12,Q4,1,163,Closed Lost,0%,Omitted,"$75,000 ",,10/18/2020,Wait for budget update
Product 1,Owner 4,374,6/4/2020,12/15/2020,Month 12,Q4,1,194,Closed Lost,0%,Omitted,"$75,000 ",,9/18/2020,Wait for proposal feedback
Product 1,Owner 1,1770,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$50,000 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1771,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1772,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1773,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1774,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1775,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1776,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1777,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
Product 1,Owner 1,1778,11/14/2020,12/17/2020,Month 12,Q4,1,33,Closed Won,100%,Commit,"$31,250 ",,8/6/2021,contracting and working with sales ops on invoicing
